2016-04-28 16:28:23,309 [1] INFO  HollyContact5_Demo.Loger [(null)] - [HollyContactHelper]用户操作==装载及初始化->True
2016-04-28 16:28:31,747 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：1；CurStatusName：空闲；）厂家消息（状态改变：置忙-->空闲）程序状态（PS03_置闲）
2016-04-28 16:28:31,759 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙（2） -> PS03_置闲（1）
2016-04-28 16:28:31,767 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：1；CurStatusName：空闲；）厂家消息（示闲成功。）程序状态（PS03_置闲）
2016-04-28 16:28:36,644 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：2；CurStatusName：置忙；）厂家消息（状态改变：空闲-->置忙）程序状态（PS04_置忙）
2016-04-28 16:28:36,657 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲（1） -> PS04_置忙（2）
2016-04-28 16:28:36,665 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：2；CurStatusName：置忙；）厂家消息（示忙成功。）程序状态（PS04_置忙）
2016-04-28 16:29:27,511 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：2；CurStatusName：置忙；）厂家消息（摘机：ContactID=20160428162928388_1_712_UIP5,CurrStatus=22,LastStatus=21,ResonCode=45,ResonDesc=CauseOffHook）程序状态（PS04_置忙）
2016-04-28 16:29:27,530 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：10；CurStatusName：呼出拨号中；）厂家消息（状态改变：置忙-->呼出拨号中）程序状态（PS14_呼出拨号中）
2016-04-28 16:29:27,553 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙（2） -> PS14_呼出拨号中（10）
2016-04-28 16:29:27,564 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：10；CurStatusName：呼出拨号中；）厂家消息（呼出拨号开始。）程序状态（PS14_呼出拨号中）
2016-04-28 16:29:27,579 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：10；CurStatusName：呼出拨号中；）厂家消息（座席话务处理）程序状态（PS14_呼出拨号中）
2016-04-28 16:29:27,594 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：10；CurStatusName：呼出拨号中；）厂家消息（摘机：ContactID=20160428162928388_1_712_UIP5,CurrStatus=22,LastStatus=22,ResonCode=45,ResonDesc=CauseOffHook）程序状态（PS14_呼出拨号中）
2016-04-28 16:29:40,849 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（状态改变：呼出拨号中-->两方通话）程序状态（PS08_普通通话）
2016-04-28 16:29:40,860 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS14_呼出拨号中（10） -> PS08_普通通话（5）
2016-04-28 16:29:40,888 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（外拨成功。）程序状态（PS08_普通通话）
2016-04-28 16:29:41,079 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（录音开始：ContactID=20160428162928388_1_712_UIP5,ANI=35197,DNIS=35195,ResonCode=77,ResonDesc=_??? (77)）程序状态（PS08_普通通话）
2016-04-28 16:30:21,576 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（通知：ContactID=20160428162928388_1_712_UIP5,CurrStatus=28,LastStatus=28,OtherParty=35195,ResonCode=15,ResonDesc=ActOpDisconnected）程序状态（PS08_普通通话）
2016-04-28 16:30:21,615 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（录音停止：ContactID=20160428162928388_1_712_UIP5,ANI=35197,DNIS=35195,FileName=/var/spool/hollyRecord/2016/04/35197/35197_20160428162941763.mp3,TimeLen=40704,ResonCode=78,ResonDesc=_??? (78)）程序状态（PS08_普通通话）
2016-04-28 16:30:21,635 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（话路被挂断：ContactID=20160428162928388_1_712_UIP5,CurrStatus=21,LastStatus=28,OtherParty=35195,ResonCode=16,ResonDesc=ActTpDisconnected）程序状态（PS08_普通通话）
2016-04-28 16:30:21,650 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：5；CurStatusName：两方通话；）厂家消息（通话结束。）程序状态（PS08_普通通话）
2016-04-28 16:30:21,697 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：15；CurStatusName：工作整理；）厂家消息（状态改变：两方通话-->工作整理）程序状态（PS06_话后）
2016-04-28 16:30:21,711 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS08_普通通话（5） -> PS06_话后（15）
2016-04-28 16:30:21,727 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：15；CurStatusName：工作整理；）厂家消息（整理工作开始。）程序状态（PS06_话后）
2016-04-28 16:30:27,050 [1] INFO  HollyContact5_Demo.Loger [(null)] - [HollyContactHelper]用户操作==签出->True
2016-04-28 16:30:27,286 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：15；CurStatusName：工作整理；）厂家消息（签出成功。）程序状态（PS06_话后）
2016-04-28 16:30:27,325 [1] INFO  HollyContact5_Demo.Loger [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态（CurStatus：14；CurStatusName：签出；）厂家消息（状态改变：工作整理-->签出）程序状态（PS02_签出）
2016-04-28 16:30:27,341 [1] INFO  HollyContact5_Demo.Loger [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS06_话后（15） -> PS02_签出（14）
2016-04-28 16:30:28,259 [1] INFO  HollyContact5_Demo.Loger [(null)] - [HollyContactHelper]用户操作==卸载->True
