2014-11-28 11:55:25	1	字段名1:【t309】时间	1
2014-11-28 11:55:25	1	字段名2:【t309】时间	0
2014-11-28 11:55:25	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 11:56:13	1	字段名1:【t309】时间	0
2014-11-28 11:56:13	1	字段名2:【t309】时间	0
2014-11-28 11:56:13	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 11:58:22	1	字段名1:【t309】时间	0
2014-11-28 11:58:22	1	字段名2:【t309】时间	0
2014-11-28 11:58:22	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 12:00:59	1	字段名1:【t309】时间	0
2014-11-28 12:00:59	1	字段名2:【t309】时间	0
2014-11-28 12:00:59	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 12:00:59	1	字段名3:【t309】时间	0
2014-11-28 12:00:59	1	Tempf1397_checkid:【t309】时间	0
2014-11-28 12:00:59	1	字段名4:【t309】时间	0
2014-11-28 12:05:55	1	字段名1:【t309】时间	0
2014-11-28 12:05:55	1	字段名2:【t309】时间	0
2014-11-28 12:05:55	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 12:05:55	1	字段名3:【t309】时间	0
2014-11-28 12:05:55	1	Tempf1397_checkid:【t309】时间	0
2014-11-28 12:05:55	1	字段名4:【t309】时间	0
2014-11-28 12:06:45	1	字段名1:【t309】时间	0
2014-11-28 12:06:45	1	字段名2:【t309】时间	0
2014-11-28 12:06:45	1	Tempf1396_radioid:【t309】时间	0
2014-11-28 12:06:45	1	字段名3:【t309】时间	0
2014-11-28 12:06:45	1	Tempf1397_checkid:【t309】时间	0
2014-11-28 12:06:45	1	字段名4:【t309】时间	0
